,car_name,company,year,kms_driven,fuel_type,Price
1692,Mercedes-Benz E-Class Exclusive E,Mercedes-Benz,2018,18770,Diesel,5600000.0
1693,Hyundai Verna 1.6 CRDI,Hyundai,2017,85680,Diesel,925000.0
1694,Honda City i VTEC,Honda,2016,61548,Petrol,725000.0
1695,BMW X1 sDrive 20d,BMW,2019,25000,Diesel,3000000.0
1696,Maruti A-Star Vxi,Maruti,2009,100000,Petrol,140000.0
1697,Maruti Swift LDI BSIV,Maruti,2016,80000,Diesel,425000.0
1698,Hyundai i20 Magna,Hyundai,2021,5000,Petrol,700000.0
1699,Maserati Ghibli Diesel BSIV,Maserati,2016,12000,Diesel,6600000.0
1700,Hyundai i20 1.4 Asta,Hyundai,2017,84250,Diesel,690000.0
1701,Mahindra Scorpio 2.6 SLX,Mahindra,2002,120000,Diesel,180000.0
1702,Hyundai Venue S,Hyundai,2020,35000,Petrol,800000.0
1703,Mercedes-Benz C-Class C 220,Mercedes-Benz,2015,37000,Diesel,2150000.0
1704,Hyundai i20 Sportz Option,Hyundai,2016,72000,Petrol,565000.0
1705,Maruti SX4 S Cross,Maruti,2019,72000,Diesel,844999.0
1706,Skoda Rapid 1.5 TDI,Skoda,2014,80250,Diesel,450000.0
1707,Porsche Cayenne Diesel Platinum,Porsche,2016,50000,Diesel,5800000.0
1708,Hyundai i20 Asta 1.4,Hyundai,2016,75000,Diesel,520000.0
1709,Maruti Baleno Alpha CVT,Maruti,2018,48763,Petrol,700000.0
1710,Honda City i DTec,Honda,2016,34142,Diesel,725000.0
1711,Mercedes-Benz E-Class Exclusive E,Mercedes-Benz,2021,8900,Petrol,6700000.0
1712,Honda WR-V i-VTEC S,Honda,2019,25000,Petrol,675000.0
1713,Renault Triber RXZ,Renault,2021,25000,Petrol,700000.0
1714,Maruti Ertiga VXI,Maruti,2019,70000,Petrol,770000.0
1715,Mercedes-Benz C-Class Progressive C,Mercedes-Benz,2019,28000,Petrol,4250000.0
1716,Tata Altroz XT,Tata,2020,21000,Petrol,650000.0
1717,Hyundai i20 Magna,Hyundai,2020,40000,Petrol,570000.0
1718,Maruti Wagon R LXI,Maruti,2014,40000,Petrol,315000.0
1719,BMW 5 Series 525d,BMW,2015,65500,Diesel,2575000.0
1720,Tata Safari Storme EX,Tata,2014,90000,Diesel,580000.0
1721,Ford Fiesta 1.4 ZXi,Ford,2009,179000,Petrol,150000.0
1722,Mahindra Bolero EX NON,Mahindra,2016,40000,Diesel,509999.0
1723,Toyota Land Cruiser VX,Toyota,2019,27000,Diesel,16900000.0
1724,Hyundai i20 Sportz 1.2,Hyundai,2016,70000,Petrol,525000.0
1725,Maruti Alto LX,Maruti,2005,60000,Petrol,
1726,Volkswagen Vento Magnific 1.6,Volkswagen,2015,40000,Petrol,499000.0
1727,BMW X1 sDrive20i xLine,BMW,2021,10000,Petrol,4000000.0
1728,Maruti Ertiga VXI,Maruti,2015,40000,Petrol,595000.0
1729,Maruti Zen Estilo 1.1,Maruti,2006,29081,Petrol,
1730,Hyundai Xcent 1.2 VTVT,Hyundai,2018,30000,Petrol,536000.0
1731,Tata Hexa XT,Tata,2017,66000,Diesel,1095000.0
1732,Audi Q5 2.0 TFSI,Audi,2012,80000,Petrol,1200000.0
1733,Maruti Swift Dzire VXI,Maruti,2022,6200,Petrol,720000.0
1734,Maruti Super Carry STD,Maruti,2021,20000,Petrol,470000.0
1735,Mini 3 DOOR John,Mini,2017,40000,Petrol,3450000.0
1736,Maruti 800 Std MPFi,Maruti,2003,80000,Petrol,
1737,Maruti Baleno Delta,Maruti,2020,20000,Petrol,650000.0
1738,Chevrolet Optra 1.6,Chevrolet,2006,60000,Petrol,150000.0
1739,Volvo XC60 D5 Inscription,Volvo,2019,34000,Diesel,5450000.0
1740,Maruti 800 DX 5,Maruti,2002,30000,Petrol,
1741,Mahindra Scorpio S5 BSIV,Mahindra,2019,120000,Diesel,1150000.0
1742,Maruti 800 Std,Maruti,2000,50000,Petrol,
1743,Land Rover Discovery Sport,Land,2020,38000,Diesel,4875000.0
1744,Maruti Swift VXI with,Maruti,2006,85000,Petrol,125000.0
1745,Honda Civic ZX,Honda,2019,25000,Petrol,1700000.0
1746,Maruti Zen Estilo VXI,Maruti,2007,120000,Petrol,
1747,Mercedes-Benz S-Class S 350d,Mercedes-Benz,2022,1400,Diesel,17700000.0
1748,Honda BR-V i-DTEC E,Honda,2017,65500,Diesel,650000.0
1749,Chevrolet Tavera B2 8,Chevrolet,2008,380000,Diesel,170000.0
1750,Renault Lodgy Stepway Edition,Renault,2016,50000,Diesel,700000.0
1751,Maruti S-Presso VXI Plus,Maruti,2019,40000,Petrol,390000.0
1752,Maruti Zen LXI,Maruti,2000,100000,Petrol,
1753,Maruti Alto 800 tour,Maruti,2021,5000,Petrol,378000.0
1754,Hyundai i20 Sportz 1.4,Hyundai,2016,90000,Diesel,550000.0
1755,Mahindra Marshal DI,Mahindra,2004,100000,Diesel,490000.0
1756,Maruti Alto K10 VXI,Maruti,2018,50000,Petrol,290000.0
1757,Mahindra Scorpio Sle,Mahindra,2010,110000,Diesel,350000.0
1758,Mahindra Scorpio VLS AT,Mahindra,2012,120000,Diesel,480000.0
1759,Renault Duster 85PS Diesel,Renault,2015,116000,Diesel,475000.0
1760,Maruti Wagon R AMT,Maruti,2017,25000,Petrol,426000.0
1761,Skoda Octavia 2.0 TDI,Skoda,2017,75000,Diesel,1400000.0
1762,Mahindra Bolero SLX 2WD,Mahindra,2013,120000,Diesel,400000.0
1763,Ford Ikon 1.3 CLXi,Ford,2004,70000,Petrol,120000.0
1764,Maruti Wagon R LXI,Maruti,2009,90000,Petrol,160000.0
1765,Maruti Alto LX BSIII,Maruti,2010,120000,Petrol,100000.0
1766,Renault KWID RXT,Renault,2020,25000,Petrol,430000.0
1767,Honda City 1.5 EXI,Honda,2004,263000,Petrol,175000.0
1768,Maruti Eeco 7 Seater,Maruti,2017,110000,Petrol,270000.0
1769,Maruti Wagon R VXI,Maruti,2018,10000,Petrol,400000.0
1770,Maruti Swift VDI Optional,Maruti,2015,90000,Diesel,370000.0
1771,Jeep Compass 2.0 Limited,Jeep,2019,40000,Diesel,1600000.0
1772,Maruti Eeco 5 Seater,Maruti,2020,39000,Petrol,520000.0
1773,Hyundai Creta 1.6 SX,Hyundai,2018,73200,Diesel,1590000.0
1774,Hyundai Verna 1.6 CRDi,Hyundai,2017,88500,Diesel,990000.0
1775,Maruti Alto K10 VXI,Maruti,2018,49000,Petrol,360000.0
1776,Hyundai i20 Asta Option,Hyundai,2018,45000,Petrol,740000.0
1777,Honda City GXi,Honda,2008,114862,Petrol,181000.0
1778,Honda City i DTEC,Honda,2015,147947,Diesel,950000.0
1779,Honda Amaze VX CVT,Honda,2022,4391,Petrol,947000.0
1780,Honda Amaze SX i-VTEC,Honda,2016,38738,Petrol,445000.0
1781,Maruti SX4 S Cross,Maruti,2015,85762,Diesel,635000.0
1782,Toyota Urban cruiser Mid,Toyota,2022,27987,Petrol,782000.0
1783,Honda City 1.5 V,Honda,2010,141918,Petrol,302000.0
1784,Maruti Baleno Zeta,Maruti,2021,39558,Petrol,723000.0
1785,Hyundai Grand i10 CRDi,Hyundai,2013,68456,Diesel,344000.0
1786,Maruti Swift VDI,Maruti,2011,86000,Diesel,340000.0
1787,Maruti S-Presso VXI Plus,Maruti,2021,29782,Petrol,440000.0
1788,Maruti Alto LX,Maruti,2011,95046,Petrol,114999.0
1789,Maruti Ciaz ZDi Plus,Maruti,2016,133053,Diesel,496000.0
1790,Mahindra Scorpio VLX 2WD,Mahindra,2013,151537,Diesel,462000.0
1791,Honda Amaze S i-VTEC,Honda,2017,91437,Petrol,440000.0
1792,Maruti Omni E MPI,Maruti,2015,11615,Petrol,178000.0
1793,Mercedes-Benz E-Class E250 CDI,Mercedes-Benz,2012,85471,Diesel,1121000.0
1794,Hyundai i20 Sportz 1.2,Hyundai,2013,82591,Petrol,340000.0
1795,Hyundai i20 1.4 Asta,Hyundai,2017,73000,Diesel,725000.0
1796,Renault Duster 110PS Diesel,Renault,2012,68000,Diesel,421000.0
1797,Honda City 1.5 S,Honda,2009,114361,Petrol,248000.0
1798,Maruti Ciaz ZDi,Maruti,2014,84193,Diesel,516000.0
1799,Volkswagen Ameo 1.2 MPI,Volkswagen,2017,57000,Petrol,525000.0
1800,Honda City i VTEC,Honda,2014,48727,Petrol,593000.0
1801,Maruti Brezza Zxi,Maruti,2022,6510,Petrol,1043000.0
1802,Honda Amaze S Petrol,Honda,2021,33088,Petrol,665000.0
1803,Skoda Rapid 1.6 TDI,Skoda,2011,151434,Diesel,245000.0
1804,Maruti Swift Dzire VXI,Maruti,2017,21166,Petrol,547000.0
1805,Volkswagen Vento Diesel Trendline,Volkswagen,2012,106647,Diesel,250999.0
1806,Hyundai i10 Sportz 1.1L,Hyundai,2014,37930,Petrol,276000.0
1807,Hyundai Grand i10 Magna,Hyundai,2014,128281,Petrol,301000.0
1808,Toyota Innova 2.5 VX,Toyota,2010,168062,Diesel,469000.0
1809,Nissan Micra XL Option,Nissan,2019,13333,Petrol,493000.0
1810,Mahindra Xylo D4,Mahindra,2014,151026,Diesel,259000.0
1811,Skoda Superb Elegance 2.0,Skoda,2011,134521,Diesel,393000.0
1812,Skoda Rapid 1.6 TDI,Skoda,2012,132996,Diesel,290000.0
1813,BMW X4 M Sport,BMW,2019,29000,Diesel,5650000.0
1814,Honda City ZX MT,Honda,2020,19534,Petrol,1292000.0
1815,Skoda Rapid 1.6 MPI,Skoda,2019,88673,Petrol,644000.0
1816,Hyundai i20 Asta Opt,Hyundai,2020,32272,Petrol,1093000.0
1817,Volkswagen Polo 1.2 MPI,Volkswagen,2017,26850,Petrol,433000.0
1818,Hyundai i10 Era 1.1,Hyundai,2009,120426,Petrol,
1819,Hyundai EON Era Plus,Hyundai,2015,21796,Petrol,246000.0
1820,Volkswagen Vento Diesel Comfortline,Volkswagen,2012,118881,Diesel,269000.0
1821,Toyota Yaris G BSIV,Toyota,2018,32039,Petrol,775000.0
1822,Maruti Baleno 1.2 Alpha,Maruti,2017,124763,Petrol,537000.0
1823,Mahindra Scorpio S8 7C,Mahindra,2015,201197,Diesel,695000.0
1824,Mahindra XUV500 W10 2WD,Mahindra,2015,81672,Diesel,851000.0
1825,Maruti Swift Dzire VXI,Maruti,2021,20248,Petrol,732000.0
1826,Maruti Wagon R VXI,Maruti,2012,73639,Petrol,221000.0
1827,Maruti Wagon R VXI,Maruti,2010,82028,Petrol,155000.0
1828,Honda Amaze S i-Vtech,Honda,2016,32375,Petrol,387000.0
1829,Maruti Ciaz ZDi Plus,Maruti,2015,182048,Diesel,475000.0
1830,Land Rover Freelander 2,Land,2014,158108,Diesel,1328000.0
1831,Toyota Innova Crysta 2.4,Toyota,2016,74176,Diesel,1130000.0
1832,Skoda Rapid 1.0 TSI,Skoda,2020,17805,Petrol,903999.0
1833,Maruti Zen Estilo LXI,Maruti,2009,105209,Petrol,131000.0
1834,Maruti Swift LDI BSIV,Maruti,2014,93411,Diesel,370000.0
1835,Tata Harrier XZ Dark,Tata,2019,51954,Diesel,1452000.0
1836,Hyundai Verna 1.4 EX,Hyundai,2013,199085,Diesel,386000.0
1837,Maruti Swift Dzire 1.2,Maruti,2011,213709,Petrol,247000.0
1838,Hyundai Grand i10 CRDi,Hyundai,2013,134698,Diesel,265000.0
1839,Chevrolet Beat Diesel PS,Chevrolet,2012,82983,Diesel,107000.0
1840,Hyundai Grand i10 Magna,Hyundai,2013,81678,Petrol,296000.0
1841,Tata Nano Twist XT,Tata,2014,50789,Petrol,
1842,Mahindra Thar CRDe,Mahindra,2018,46994,Diesel,782000.0
1843,Honda City i VTEC,Honda,2016,19528,Petrol,729000.0
1844,Tata Hexa XE,Tata,2017,68315,Diesel,725000.0
1845,Ford Ecosport 1.5 Petrol,Ford,2017,69720,Petrol,582000.0
1846,Maruti SX4 S Cross,Maruti,2016,110655,Diesel,515000.0
1847,Hyundai i20 Sportz 1.4,Hyundai,2013,124012,Diesel,319000.0
1848,Ford Figo Diesel ZXI,Ford,2010,92251,Diesel,134000.0
1849,Ford Ikon 1.3 Flair,Ford,2008,61127,Petrol,
1850,Honda Mobilio V i-DTEC,Honda,2014,141083,Diesel,399000.0
1851,Maruti Swift LXI BSIV,Maruti,2014,61802,Petrol,325000.0
1852,Chevrolet Sail Hatchback 1.3,Chevrolet,2015,147215,Diesel,231000.0
1853,Maruti Ignis 1.2 Delta,Maruti,2017,74295,Petrol,443000.0
1854,Maruti Wagon R VXI,Maruti,2017,66290,Petrol,349000.0
1855,Maruti Vitara Brezza ZDi,Maruti,2018,92485,Diesel,822000.0
1856,Maruti Baleno 1.2 Delta,Maruti,2018,57563,Petrol,536000.0
1857,Hyundai i10 Magna 1.1L,Hyundai,2011,30675,Petrol,225000.0
1858,Maruti Swift Dzire VXI,Maruti,2013,58835,Petrol,337000.0
1859,Volkswagen Polo Diesel Comfortline,Volkswagen,2013,122571,Diesel,258000.0
1860,Hyundai Verna 1.6 SX,Hyundai,2013,116064,Diesel,407000.0
1861,Ford Classic 1.4 Duratorq,Ford,2012,128396,Diesel,158000.0
1862,Mercedes-Benz G G63 AMG,Mercedes-Benz,2017,47000,Petrol,15200000.0
1863,Porsche Panamera GTS,Porsche,2019,10000,Petrol,17500000.0
1864,Chevrolet Beat LT,Chevrolet,2014,37275,Petrol,254999.0
1865,Mercedes-Benz E-Class Exclusive E,Mercedes-Benz,2017,44000,Diesel,4400000.0
1866,Mercedes-Benz E-Class Exclusive E,Mercedes-Benz,2017,39000,Diesel,4350000.0
1867,Hyundai Santro Xing XG,Hyundai,2005,97767,Petrol,
1868,Mercedes-Benz GLC 200,Mercedes-Benz,2020,32000,Petrol,5650000.0
1869,Honda Amaze S i-VTEC,Honda,2018,53931,Petrol,500000.0
1870,Fiat Avventura MULTIJET Active,Fiat,2014,73818,Diesel,347000.0
1871,Honda Jazz 1.2 V,Honda,2017,27200,Petrol,690000.0
1872,Mahindra Thar CRDe,Mahindra,2017,46365,Diesel,772000.0
1873,Maruti Ciaz Alpha BSIV,Maruti,2019,82496,Petrol,872000.0
1874,Renault Duster 110PS Diesel,Renault,2016,73656,Diesel,651000.0
1875,Maruti Ciaz ZDi SHVS,Maruti,2016,92530,Diesel,543000.0
1876,Mahindra TUV 300 mHAWK100,Mahindra,2017,68364,Diesel,658000.0
1877,Jeep Compass 1.4 Sport,Jeep,2018,30224,Petrol,1261000.0
1878,Maruti Baleno 1.2 Alpha,Maruti,2017,88658,Petrol,585000.0
1879,Maruti Vitara Brezza ZXI,Maruti,2020,26396,Petrol,1053000.0
1880,Mahindra Thar CRDe,Mahindra,2017,60020,Diesel,746000.0
1881,Maruti Alto K10 2010-2014,Maruti,2014,55107,Petrol,268000.0
1882,Maruti Ciaz Alpha AT,Maruti,2022,3925,Petrol,1243000.0
1883,Maruti Alto 800 LXI,Maruti,2017,21949,Petrol,323000.0
1884,Maruti Swift Dzire VXI,Maruti,2016,41899,Petrol,500000.0
1885,BMW 5 Series 520d,BMW,2019,43000,Diesel,4600000.0
1886,Volvo XC60 D5 Inscription,Volvo,2021,20000,Diesel,6100000.0
1887,Mercedes-Benz GLC 220d 4MATIC,Mercedes-Benz,2020,24000,Diesel,5650000.0
1888,Audi Q3 35 TDI,Audi,2015,39356,Diesel,1750000.0
1889,Mercedes-Benz S-Class S 350,Mercedes-Benz,2017,18000,Diesel,7150000.0
1890,Mercedes-Benz C-Class 220 CDI,Mercedes-Benz,2013,40000,Diesel,1375000.0
1891,Maruti Alto K10 VXI,Maruti,2016,30555,Petrol,315000.0
1892,Maruti Ciaz VDi Plus,Maruti,2015,119878,Diesel,478000.0
1893,Hyundai i20 1.2 Magna,Hyundai,2011,84557,Petrol,243000.0
1894,Maruti Ciaz VDi Option,Maruti,2017,96528,Diesel,536000.0
1895,Mahindra XUV500 W10 1.99,Mahindra,2017,44081,Diesel,1124000.0
1896,Renault Kiger RXT AMT,Renault,2021,6494,Petrol,775000.0
1897,Maruti Swift VDI BSIV,Maruti,2014,118631,Diesel,340000.0
1898,Maruti Alto K10 VXI,Maruti,2018,47133,Petrol,351000.0
1899,Honda Amaze S i-VTEC,Honda,2017,94025,Petrol,455999.0
1900,Hyundai i20 Magna 1.2,Hyundai,2016,68841,Petrol,501999.0
1901,Hyundai Venue SX Plus,Hyundai,2019,31952,Petrol,1046000.0
1902,Hyundai Creta 1.6 CRDi,Hyundai,2019,66518,Diesel,1130000.0
1903,Hyundai Venue SX Plus,Hyundai,2019,26684,Petrol,1053000.0
1904,Hyundai Creta 1.6 CRDi,Hyundai,2015,38280,Diesel,790000.0
1905,Tata Tiago 1.2 Revotron,Tata,2017,96392,Petrol,377000.0
1906,Maruti Swift Dzire 1.2,Maruti,2011,92613,Petrol,286000.0
1907,Mahindra Scorpio S7 120,Mahindra,2018,40011,Diesel,1178000.0
1908,Honda City i DTEC,Honda,2015,98772,Diesel,533000.0
1909,Hyundai i20 Asta 1.4,Hyundai,2013,38931,Diesel,350000.0
1910,Maruti Swift LDI BSIV,Maruti,2017,82392,Diesel,426999.0
1911,Hyundai i20 1.4 Asta,Hyundai,2017,96805,Diesel,572000.0
1912,Mahindra Scorpio S5 BSIV,Mahindra,2018,68307,Diesel,998000.0
1913,Maruti Wagon R LXI,Maruti,2016,30404,Petrol,375000.0
1914,Maruti Baleno 1.2 Alpha,Maruti,2018,36438,Petrol,630000.0
1915,Maruti Swift VDI BSIV,Maruti,2015,115206,Diesel,376000.0
1916,Mahindra XUV500 W6 2WD,Mahindra,2015,104537,Diesel,623000.0
1917,MG Hector Sharp DCT,MG,2019,29827,Petrol,1613000.0
1918,Toyota Innova Crysta 2.8,Toyota,2017,55000,Diesel,1575000.0
1919,Audi A6 35 TDI,Audi,2016,68000,Diesel,2450000.0
1920,Ford Endeavour 3.2 Titanium,Ford,2018,80000,Diesel,2875000.0
1921,Toyota Innova Crysta 2.8,Toyota,2019,55000,Diesel,1945000.0
1922,Hyundai EON Era Plus,Hyundai,2013,67885,Petrol,229999.0
1923,Kia Seltos HTX IVT,Kia,2021,28000,Petrol,1650000.0
1924,Hyundai EON 1.0 Era,Hyundai,2013,48421,Petrol,229999.0
1925,Maruti Swift Dzire VXI,Maruti,2014,49000,Petrol,425000.0
1926,Hyundai Verna 1.6 SX,Hyundai,2013,75000,Diesel,450000.0
1927,BMW 5 Series 520d,BMW,2018,55000,Diesel,4050000.0
1928,Honda Amaze S Option,Honda,2017,6357,Petrol,471000.0
1929,Hyundai Venue SX Opt,Hyundai,2022,24237,Diesel,1024000.0
1930,Honda Amaze E Petrol,Honda,2020,10282,Petrol,589000.0
1931,Toyota Innova Crysta 2.8,Toyota,2018,111337,Diesel,1710000.0
1932,Hyundai Venue SX Opt,Hyundai,2019,64104,Diesel,982000.0
1933,Hyundai Verna 1.6 CRDi,Hyundai,2016,42234,Diesel,560000.0
1934,Audi Q5 30 TDI,Audi,2015,80000,Diesel,1475000.0
1935,Maruti Ignis Sigma,Maruti,2022,2294,Petrol,501999.0
1936,Maruti Baleno Delta,Maruti,2020,38736,Petrol,631000.0
1937,Hyundai i20 Asta 1.4,Hyundai,2014,130432,Diesel,381000.0
1938,Hyundai Venue SX Opt,Hyundai,2021,10000,Petrol,1150000.0
1939,Toyota Fortuner 2.7 2WD,Toyota,2019,44000,Petrol,3100000.0
1940,Audi Q5 3.0 TDI,Audi,2011,68000,Diesel,994999.0
1941,Hyundai i10 Magna 1.1L,Hyundai,2011,38000,Petrol,225000.0
1942,Audi Q5 3.0 TDI,Audi,2015,35000,Diesel,2100000.0
1943,Maruti Swift Dzire VXI,Maruti,2019,65000,Petrol,650000.0
1944,Mahindra Scorpio S5,Mahindra,2022,12001,Diesel,1585000.0
1945,Hyundai Creta 1.6 SX,Hyundai,2020,36000,Diesel,1425000.0
1946,Audi Q7 45 TDI,Audi,2014,43000,Diesel,1875000.0
1947,Volvo XC60 Inscription D5,Volvo,2020,7500,Diesel,6000000.0
1948,Audi Q3 2.0 TDI,Audi,2014,56500,Diesel,1300000.0
1949,Audi A6 35 TFSI,Audi,2018,30000,Petrol,3675000.0
1950,Hyundai Verna CRDi 1.6,Hyundai,2017,63500,Diesel,1000000.0
1951,Mercedes-Benz C-Class Progressive C,Mercedes-Benz,2019,26500,Diesel,4100000.0
1952,BMW X1 xDrive 20d,BMW,2018,38500,Diesel,2850000.0
1953,Mahindra XUV500 R W10,Mahindra,2015,65000,Diesel,890000.0
1954,Honda Amaze VX CVT,Honda,2019,44500,Diesel,925000.0
1955,Hyundai i20 Sportz Diesel,Hyundai,2022,15500,Diesel,975000.0
1956,BMW X5 xDrive 30d,BMW,2022,20500,Diesel,10000000.0
1957,Mercedes-Benz E-Class Expression E,Mercedes-Benz,2018,65000,Petrol,4400000.0
1958,BMW 3 Series 320d,BMW,2014,64593,Diesel,1850000.0
1959,Mercedes-Benz E-Class E250 CDI,Mercedes-Benz,2015,63203,Diesel,2200000.0
1960,Toyota Fortuner 2.8 2WD,Toyota,2017,60500,Diesel,2900000.0
1961,BMW 6 Series GT,BMW,2020,50000,Diesel,6050000.0
1962,Maruti Ertiga ZDI,Maruti,2014,43000,Diesel,600000.0
1963,Maruti Alto 800 LXI,Maruti,2021,31458,Petrol,307000.0
1964,Mercedes-Benz GLS 350d 4MATIC,Mercedes-Benz,2016,70000,Diesel,5200000.0
1965,Hyundai Elantra CRDi S,Hyundai,2013,70372,Diesel,525000.0
1966,Tata Nano Twist XT,Tata,2015,59290,Petrol,
1967,Mercedes-Benz GLC 200,Mercedes-Benz,2021,15000,Petrol,6100000.0
1968,BMW X6 xDrive 40d,BMW,2015,75000,Diesel,3790000.0
1969,Audi Q5 2.0 TDI,Audi,2014,94002,Diesel,1600000.0
1970,Mercedes-Benz C-Class C 220,Mercedes-Benz,2014,90004,Diesel,1190000.0
1971,Toyota Camry 2.5 Hybrid,Toyota,2017,47000,Petrol,2350000.0
1972,BMW X5 xDrive 30d,BMW,2014,83005,Diesel,2900000.0
1973,Ford Ecosport 1.5 Diesel,Ford,2015,62500,Diesel,475000.0
1974,Mercedes-Benz B Class B180,Mercedes-Benz,2013,67000,Petrol,1290000.0
1975,Mercedes-Benz GLE 250d,Mercedes-Benz,2016,64000,Diesel,3650000.0
1976,Maruti Swift ZXI BSIV,Maruti,2017,39889,Petrol,441000.0
1977,Audi A8 L 50,Audi,2015,81250,Diesel,4200000.0
1978,Jaguar F-Pace 2.0 R-Dynamic,Jaguar,2021,9900,Diesel,7400000.0
1979,Ford Ecosport 1.5 Diesel,Ford,2016,43000,Diesel,525000.0
1980,MG Astor Sharp CVT,MG,2022,2400,Petrol,1725000.0
1981,BMW X4 xDrive30i M,BMW,2022,7600,Petrol,7450000.0
1982,Jaguar XJ 3.0L LWB,Jaguar,2012,79004,Diesel,2290000.0
1983,Toyota Corolla Altis VL,Toyota,2015,99300,Petrol,875000.0
1984,Mercedes-Benz M-Class ML 250,Mercedes-Benz,2014,80000,Diesel,2190000.0
1985,Mercedes-Benz S-Class S 350,Mercedes-Benz,2015,40000,Diesel,5100000.0
1986,Land Rover Range Rover,Land,2013,87002,Diesel,3525000.0
1987,Audi Q5 2.0 TDI,Audi,2013,94002,Diesel,1425000.0
1988,Audi A6 2.0 TDI,Audi,2013,82005,Diesel,1425000.0
1989,Toyota Camry Hybrid 2.5,Toyota,2019,20000,Petrol,4090000.0
1990,Land Rover Range Rover,Land,2013,95004,Diesel,3975000.0
1991,BMW X1 sDrive20i xLine,BMW,2019,68753,Petrol,2810000.0
1992,Ford Ecosport 1.5 DV5,Ford,2015,62500,Diesel,475000.0
1993,Jeep Compass 2.0 Sport,Jeep,2019,62000,Diesel,1575000.0
1994,Hyundai Creta 1.6 CRDi,Hyundai,2017,85000,Diesel,894999.0
1995,Honda WR-V i-DTEC VX,Honda,2017,58000,Diesel,699000.0
1996,Maruti Baleno 1.3 Zeta,Maruti,2018,55500,Diesel,620000.0
1997,Mercedes-Benz GLE 250d,Mercedes-Benz,2017,49000,Diesel,4400000.0
1998,Maruti Baleno 1.3 Zeta,Maruti,2018,54000,Diesel,625000.0
1999,Tata Harrier XM,Tata,2019,32500,Diesel,1250000.0
2000,Tata Harrier XM,Tata,2019,33500,Diesel,1260000.0
2001,Mercedes-Benz E-Class Expression E,Mercedes-Benz,2020,17000,Diesel,5800000.0
2002,Mercedes-Benz C-Class Progressive C,Mercedes-Benz,2018,16500,Petrol,3650000.0
2003,Mercedes-Benz E-Class Exclusive E,Mercedes-Benz,2022,2000,Diesel,7625000.0
2004,Mini Cooper D,Mini,2014,29000,Diesel,1889999.0
2005,Mercedes-Benz C-Class Progressive C,Mercedes-Benz,2020,24000,Diesel,3900000.0
2006,Maruti Swift LXI,Maruti,2020,37229,Petrol,483000.0
2007,BMW X3 xDrive 20d,BMW,2021,19000,Diesel,6000000.0
2008,Mahindra XUV500 W6 2WD,Mahindra,2013,90928,Diesel,430999.0
2009,Audi A3 35 TDI,Audi,2020,39000,Diesel,2580000.0
2010,Mercedes-Benz C-Class Progressive C,Mercedes-Benz,2021,12000,Petrol,4990000.0
2011,Ford Figo Diesel Titanium,Ford,2014,86483,Diesel,193000.0
2012,Honda City Edge Edition,Honda,2019,20000,Petrol,900000.0
2013,Renault Duster Petrol RxL,Renault,2017,49000,Petrol,575000.0
2014,Mercedes-Benz C-Class Progressive C,Mercedes-Benz,2021,12000,Petrol,4790000.0
2015,Toyota Innova Crysta 2.8,Toyota,2018,26000,Diesel,1875000.0
2016,Toyota Glanza G,Toyota,2020,40252,Petrol,606000.0
2017,Maruti Swift VDI BSIV,Maruti,2014,97947,Diesel,323000.0
2018,Land Rover Range Rover,Land,2020,38000,Petrol,8500000.0
2019,Hyundai Creta 1.6 CRDi,Hyundai,2015,150715,Diesel,716000.0
2020,Hyundai i10 Sportz,Hyundai,2010,102820,Petrol,158000.0
2021,Skoda New Laura Ambiente,Skoda,2012,109403,Diesel,252999.0
2022,MG Gloster Savvy 7-Str,MG,2021,11000,Diesel,3965000.0
2023,Maruti Ertiga VXI AT,Maruti,2019,37377,Petrol,858000.0
2024,Maruti Swift Dzire VXI,Maruti,2015,84728,Petrol,367000.0
2025,Renault Duster 85PS Diesel,Renault,2013,53548,Diesel,324000.0
2026,Volvo S90 D4 Inscription,Volvo,2018,20000,Diesel,4475000.0
2027,Audi A6 2.0 TDI,Audi,2014,29397,Diesel,1619000.0
2028,Hyundai Grand i10 Asta,Hyundai,2016,30346,Petrol,405999.0
2029,Mahindra XUV500 W10 1.99,Mahindra,2017,42119,Diesel,1063000.0
2030,Maruti Swift Dzire VDI,Maruti,2014,120450,Diesel,327000.0
2031,Maruti Swift LDI BSIV,Maruti,2014,148393,Diesel,267000.0
2032,MG Hector Hybrid Sharp,MG,2020,21549,Petrol,1339000.0
2033,BMW X5 xDrive 30d,BMW,2015,85000,Diesel,2975000.0
2034,Maruti Vitara Brezza VDi,Maruti,2016,90468,Diesel,590000.0
2035,Honda Civic ZX BSIV,Honda,2019,20900,Petrol,1556000.0
2036,Hyundai Creta SX,Hyundai,2021,19234,Petrol,1387000.0
2037,Mercedes-Benz GLC Coupe 300d,Mercedes-Benz,2021,24900,Diesel,7150000.0
2038,Tata Nexon 1.5 Revotorq,Tata,2018,73269,Diesel,875000.0
2039,Kia Seltos HTX Plus,Kia,2020,48101,Diesel,1525000.0
2040,Kia Seltos GTX Plus,Kia,2020,24001,Petrol,1495000.0
2041,Jaguar XF 2.0 Petrol,Jaguar,2020,7500,Petrol,4700000.0
2042,Hyundai Alcazar Platinum 7-Seater,Hyundai,2022,9701,Petrol,1948999.0
2043,Tata Harrier XZA AT,Tata,2021,27133,Diesel,1989999.0
